########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configuração ###
arquivo                        	C:\Users\labimas\Desktop\Bobina Girante\Alterados\bobinona\Testes\Alinhamento Bobina Ceramica\Histerese Quadrupolo\BQF03_Histerese_Q_BOB_+0010A_140808_165209.dat
data                           	08/08/2014
hora                           	16:52:09
temperatura_ima(C)             	0
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	3
nr_voltas                      	3
intervalo_analise              	1-6
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A) 	+9.946685e+00
corrente_alim_principal_std(A) 	+6.341409e-03
corrente_alim_secundaria_avg(A)	+0.000000e+00
corrente_alim_secundaria_std(A)	+0.000000e+00

### Dados da Bobina Girante ###
nome_bobina_girante            	SBBG_0002
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	325250
n_espiras_bobina_principal     	10
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01803
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observações ###
observacoes                    	



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_L.Nn'(T/m^n-2)	std_L.Nn'(T/m^n-2)	avg_L.Sn'(T/m^n-2)	std_L.Sn'(T/m^n-2)
1   	  +2.101714e-05   	  +8.722186e-08   	  +5.066170e-06   	  +1.525441e-07   	  +2.161912e-05   	  +1.198565e-07   	  +0.000000e+00   	  +0.000000e+00   	  +2.101990e-05   	  +8.730504e-08   	  +5.054707e-06   	  +1.524966e-07   
2   	  -3.754480e-01   	  +4.668140e-06   	  -4.095112e-04   	  +1.236983e-05   	  +3.754482e-01   	  +4.681322e-06   	  +5.453627e-04   	  +2.328748e-05   	  -3.754482e-01   	  +4.681629e-06   	  -2.989535e-10   	  +1.236473e-05   
3   	  -1.742380e-02   	  +2.760741e-04   	  +1.990752e-02   	  +4.577665e-04   	  +2.645559e-02   	  +4.758943e-04   	  +0.000000e+00   	  +0.000000e+00   	  -1.739121e-02   	  +2.768227e-04   	  +1.993600e-02   	  +4.573142e-04   
4   	  -5.218189e-02   	  +2.238619e-02   	  -3.212550e-01   	  +3.323375e-02   	  +3.254654e-01   	  +3.015467e-02   	  +0.000000e+00   	  +0.000000e+00   	  -5.288257e-02   	  +2.245864e-02   	  -3.211404e-01   	  +3.318483e-02   
5   	  +5.071023e-01   	  +2.830921e+00   	  -3.765038e+00   	  +1.128551e+00   	  +3.799035e+00   	  +5.240362e-01   	  +0.000000e+00   	  +0.000000e+00   	  +4.968338e-01   	  +2.833988e+00   	  -3.766407e+00   	  +1.120828e+00   
6   	  +5.357723e+03   	  +1.212374e+02   	  +1.597981e+02   	  +9.454516e+01   	  +5.360106e+03   	  +1.183508e+02   	  +0.000000e+00   	  +0.000000e+00   	  +5.358217e+03   	  +1.215461e+02   	  +1.422659e+02   	  +9.414795e+01   
7   	  +1.572590e+04   	  +5.024574e+03   	  +1.531499e+04   	  +8.296114e+03   	  +2.195115e+04   	  +3.538553e+03   	  +0.000000e+00   	  +0.000000e+00   	  +1.578425e+04   	  +5.056208e+03   	  +1.525484e+04   	  +8.276872e+03   
8   	  +2.042135e+05   	  +7.078277e+05   	  +1.387828e+05   	  +3.842368e+05   	  +2.469085e+05   	  +3.844207e+05   	  +0.000000e+00   	  +0.000000e+00   	  +2.048170e+05   	  +7.094974e+05   	  +1.378906e+05   	  +3.811450e+05   
9   	  +4.582394e+07   	  +1.242418e+08   	  +7.064231e+07   	  +2.744705e+07   	  +8.420315e+07   	  +3.059501e+07   	  +0.000000e+00   	  +0.000000e+00   	  +4.617012e+07   	  +1.243750e+08   	  +7.041655e+07   	  +2.683691e+07   
10  	  -5.079433e+10   	  +1.994538e+10   	  -1.505075e+10   	  +1.554522e+10   	  +5.297726e+10   	  +1.986148e+10   	  +0.000000e+00   	  +0.000000e+00   	  -5.087566e+10   	  +2.002986e+10   	  -1.477351e+10   	  +1.543621e+10   
11  	  -1.625827e+11   	  +5.105470e+11   	  +5.716290e+10   	  +5.698348e+11   	  +1.723390e+11   	  +2.918780e+11   	  +0.000000e+00   	  +0.000000e+00   	  -1.622368e+11   	  +5.139562e+11   	  +5.813720e+10   	  +5.667618e+11   
12  	  -1.466285e+13   	  +1.710701e+13   	  -5.919755e+13   	  +5.275435e+13   	  +6.098647e+13   	  +3.868984e+13   	  +0.000000e+00   	  +0.000000e+00   	  -1.504994e+13   	  +1.745188e+13   	  -5.910032e+13   	  +5.264127e+13   
13  	  +3.442533e+14   	  +1.202785e+15   	  -1.004821e+15   	  +4.477256e+14   	  +1.062156e+15   	  +3.754991e+14   	  +0.000000e+00   	  +0.000000e+00   	  +3.371208e+14   	  +1.205929e+15   	  -1.007237e+15   	  +4.391870e+14   
14  	  +1.497746e+16   	  +2.785335e+16   	  -3.381351e+16   	  +1.449533e+16   	  +3.698213e+16   	  +2.323400e+16   	  +0.000000e+00   	  +0.000000e+00   	  +1.471886e+16   	  +2.796321e+16   	  -3.392688e+16   	  +1.428224e+16   
15  	  -7.449282e+17   	  +2.824217e+18   	  +6.042187e+17   	  +8.957701e+17   	  +9.591654e+17   	  +7.449453e+17   	  +0.000000e+00   	  +0.000000e+00   	  -7.399606e+17   	  +2.831450e+18   	  +6.102922e+17   	  +8.726371e+17   


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	
+2.3183960000e+06 	+2.4248740000e+06 	+2.4426730000e+06 	
+7.0709390000e+06 	+7.1649520000e+06 	+7.2414230000e+06 	
+1.1858743000e+07 	+1.1859435000e+07 	+1.1975293000e+07 	
+1.5923156000e+07 	+1.6220311000e+07 	+1.5955420000e+07 	
+2.0294150000e+07 	+2.0480372000e+07 	+2.0444526000e+07 	
+2.4903632000e+07 	+2.4686200000e+07 	+2.4778222000e+07 	
+2.8551774000e+07 	+2.8465194000e+07 	+2.8599248000e+07 	
+3.2399574000e+07 	+3.2437138000e+07 	+3.2405206000e+07 	
+3.5989752000e+07 	+3.5971188000e+07 	+3.5902872000e+07 	
+3.9490108000e+07 	+3.9247352000e+07 	+3.9303856000e+07 	
+4.2384784000e+07 	+4.2334368000e+07 	+4.2374248000e+07 	
+4.4900412000e+07 	+4.4827844000e+07 	+4.4799140000e+07 	
+4.7583000000e+07 	+4.7518600000e+07 	+4.7403928000e+07 	
+4.9405324000e+07 	+4.9398676000e+07 	+4.9287584000e+07 	
+5.0660548000e+07 	+5.0769388000e+07 	+5.0701304000e+07 	
+5.2126928000e+07 	+5.2292200000e+07 	+5.2234984000e+07 	
+5.3180224000e+07 	+5.3385624000e+07 	+5.3397096000e+07 	
+5.3077732000e+07 	+5.3251088000e+07 	+5.3238400000e+07 	
+5.3145528000e+07 	+5.3258708000e+07 	+5.3257868000e+07 	
+5.3134864000e+07 	+5.3189864000e+07 	+5.3326712000e+07 	
+5.2171408000e+07 	+5.2131300000e+07 	+5.2113896000e+07 	
+5.0721564000e+07 	+5.0497248000e+07 	+5.0682764000e+07 	
+4.9325324000e+07 	+4.9052912000e+07 	+4.9167240000e+07 	
+4.7472160000e+07 	+4.7247572000e+07 	+4.7339928000e+07 	
+4.4885876000e+07 	+4.4803460000e+07 	+4.4782128000e+07 	
+4.2300648000e+07 	+4.2192060000e+07 	+4.2075432000e+07 	
+3.9094912000e+07 	+3.9157756000e+07 	+3.9028168000e+07 	
+3.5857516000e+07 	+3.5915704000e+07 	+3.5761532000e+07 	
+3.2123422000e+07 	+3.2566574000e+07 	+3.2299254000e+07 	
+2.8319982000e+07 	+2.8565252000e+07 	+2.8642308000e+07 	
+2.4526252000e+07 	+2.4776384000e+07 	+2.4724462000e+07 	
+2.0001044000e+07 	+2.0170812000e+07 	+2.0026874000e+07 	
+1.5921855000e+07 	+1.5906551000e+07 	+1.6265869000e+07 	
+1.1868142000e+07 	+1.1675957000e+07 	+1.1684348000e+07 	
+6.7750170000e+06 	+6.5066640000e+06 	+6.7478310000e+06 	
+2.3151130000e+06 	+1.8879240000e+06 	+2.1958890000e+06 	
-2.3142380000e+06 	-2.3944790000e+06 	-2.5135690000e+06 	
-6.5203290000e+06 	-6.8837980000e+06 	-6.7093230000e+06 	
-1.1801910000e+07 	-1.1759720000e+07 	-1.2011824000e+07 	
-1.6461421000e+07 	-1.6213400000e+07 	-1.6394882000e+07 	
-2.0195912000e+07 	-1.9900704000e+07 	-2.0195392000e+07 	
-2.4773162000e+07 	-2.4641338000e+07 	-2.4754626000e+07 	
-2.8965788000e+07 	-2.8732712000e+07 	-2.8760840000e+07 	
-3.2434422000e+07 	-3.2223400000e+07 	-3.2305112000e+07 	
-3.5826184000e+07 	-3.5723240000e+07 	-3.5527668000e+07 	
-3.9378488000e+07 	-3.9449368000e+07 	-3.9415828000e+07 	
-4.2163504000e+07 	-4.2372876000e+07 	-4.2202736000e+07 	
-4.4629008000e+07 	-4.4788792000e+07 	-4.4622268000e+07 	
-4.7247892000e+07 	-4.7428988000e+07 	-4.7268976000e+07 	
-4.9088676000e+07 	-4.9234412000e+07 	-4.9139608000e+07 	
-5.0816852000e+07 	-5.0857812000e+07 	-5.0771536000e+07 	
-5.2059024000e+07 	-5.2066468000e+07 	-5.2147324000e+07 	
-5.3028524000e+07 	-5.2910100000e+07 	-5.3057340000e+07 	
-5.3324460000e+07 	-5.3214160000e+07 	-5.3409260000e+07 	
-5.3149220000e+07 	-5.3057624000e+07 	-5.3186928000e+07 	
-5.2930848000e+07 	-5.2892908000e+07 	-5.3011520000e+07 	
-5.2039716000e+07 	-5.1979016000e+07 	-5.2080044000e+07 	
-5.0362472000e+07 	-5.0355564000e+07 	-5.0329840000e+07 	
-4.8950500000e+07 	-4.8957696000e+07 	-4.8911352000e+07 	
-4.7320192000e+07 	-4.7399128000e+07 	-4.7206364000e+07 	
-4.4431144000e+07 	-4.4415268000e+07 	-4.4415476000e+07 	
-4.2011464000e+07 	-4.1937284000e+07 	-4.1785676000e+07 	
-3.8807936000e+07 	-3.9032096000e+07 	-3.8927252000e+07 	
-3.5651020000e+07 	-3.5459124000e+07 	-3.5731832000e+07 	
-3.2087090000e+07 	-3.2129948000e+07 	-3.1938700000e+07 	
-2.8232826000e+07 	-2.8312896000e+07 	-2.8204738000e+07 	
-2.4421298000e+07 	-2.4338884000e+07 	-2.4489198000e+07 	
-2.0051796000e+07 	-1.9980674000e+07 	-1.9937970000e+07 	
-1.5824124000e+07 	-1.6072579000e+07 	-1.6109602000e+07 	
-1.1196866000e+07 	-1.1011924000e+07 	-1.1204667000e+07 	
-6.4559230000e+06 	-6.5895050000e+06 	-6.5709420000e+06 	
-1.8144730000e+06 	-1.7533940000e+06 	-1.9216480000e+06 	
+2.8517180000e+06 	+2.7990660000e+06 	+2.6614330000e+06 	
+7.0471170000e+06 	+6.9488640000e+06 	+7.1254370000e+06 	
+1.2134098000e+07 	+1.2258191000e+07 	+1.2152099000e+07 	
+1.6310962000e+07 	+1.6299930000e+07 	+1.6613244000e+07 	
+2.0339206000e+07 	+2.0454864000e+07 	+2.0476182000e+07 	
+2.4670332000e+07 	+2.4878888000e+07 	+2.4843116000e+07 	
