########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configuração ###
arquivo                        	C:\Users\labimas\Desktop\Bobina Girante\Alterados\bobinona\Testes\Alinhamento Bobina Ceramica\Histerese Quadrupolo\BQF03_Histerese_Q_BOB_+0060A_140808_170641.dat
data                           	08/08/2014
hora                           	17:06:41
temperatura_ima(C)             	0
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	17
nr_voltas                      	3
intervalo_analise              	1-6
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A) 	+5.994331e+01
corrente_alim_principal_std(A) 	+1.221417e-02
corrente_alim_secundaria_avg(A)	+0.000000e+00
corrente_alim_secundaria_std(A)	+0.000000e+00

### Dados da Bobina Girante ###
nome_bobina_girante            	SBBG_0002
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	325250
n_espiras_bobina_principal     	10
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01803
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observações ###
observacoes                    	



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_L.Nn'(T/m^n-2)	std_L.Nn'(T/m^n-2)	avg_L.Sn'(T/m^n-2)	std_L.Sn'(T/m^n-2)
1   	  +9.270527e-05   	  +1.538702e-07   	  +2.817551e-05   	  +1.169156e-06   	  +9.689234e-05   	  +4.816926e-07   	  +0.000000e+00   	  +0.000000e+00   	  +9.271926e-05   	  +1.544512e-07   	  +2.812944e-05   	  +1.169080e-06   
2   	  -2.227376e+00   	  +1.868967e-05   	  -2.213772e-03   	  +5.240431e-05   	  +2.227378e+00   	  +1.868381e-05   	  +4.969459e-04   	  +1.663696e-05   	  -2.227378e+00   	  +1.874174e-05   	  +1.057163e-10   	  +5.238571e-05   
3   	  -9.316174e-02   	  +1.330665e-03   	  +1.016394e-01   	  +2.943588e-03   	  +1.378756e-01   	  +2.015664e-03   	  +0.000000e+00   	  +0.000000e+00   	  -9.301011e-02   	  +1.335052e-03   	  +1.017782e-01   	  +2.941601e-03   
4   	  -3.783464e-01   	  +2.802695e-02   	  -2.244021e+00   	  +2.120485e-01   	  +2.275693e+00   	  +2.081864e-01   	  +0.000000e+00   	  +0.000000e+00   	  -3.828063e-01   	  +2.844840e-02   	  -2.243265e+00   	  +2.119924e-01   
5   	  +7.018314e-01   	  +4.268277e+00   	  -4.919063e+01   	  +1.577938e+01   	  +4.919563e+01   	  +1.555460e+01   	  +0.000000e+00   	  +0.000000e+00   	  +5.796040e-01   	  +4.307471e+00   	  -4.919222e+01   	  +1.576872e+01   
6   	  +3.023276e+04   	  +5.906652e+02   	  -6.362312e+01   	  +9.921885e+02   	  +3.023283e+04   	  +5.801246e+02   	  +0.000000e+00   	  +0.000000e+00   	  +3.023244e+04   	  +5.936210e+02   	  -1.537670e+02   	  +9.904229e+02   
7   	  +1.414476e+05   	  +2.280153e+04   	  +3.172488e+04   	  +5.357825e+04   	  +1.449616e+05   	  +1.792940e+04   	  +0.000000e+00   	  +0.000000e+00   	  +1.415571e+05   	  +2.298777e+04   	  +3.123264e+04   	  +5.349860e+04   
8   	  +1.248356e+06   	  +5.447113e+06   	  -7.002542e+05   	  +4.281840e+06   	  +1.431345e+06   	  +2.873061e+05   	  +0.000000e+00   	  +0.000000e+00   	  +1.245562e+06   	  +5.464093e+06   	  -7.052116e+05   	  +4.260151e+06   
9   	  +4.317170e+08   	  +3.825894e+08   	  +3.695675e+08   	  +2.123902e+08   	  +5.682955e+08   	  +2.277181e+08   	  +0.000000e+00   	  +0.000000e+00   	  +4.333656e+08   	  +3.835355e+08   	  +3.676330e+08   	  +2.106769e+08   
10  	  -3.436428e+11   	  +6.733876e+10   	  -6.719182e+10   	  +5.257379e+10   	  +3.501501e+11   	  +6.190348e+10   	  +0.000000e+00   	  +0.000000e+00   	  -3.439724e+11   	  +6.759919e+10   	  -6.548328e+10   	  +5.223851e+10   
11  	  +9.377335e+11   	  +8.912417e+11   	  -8.859163e+11   	  +2.380149e+12   	  +1.290036e+12   	  +3.155926e+11   	  +0.000000e+00   	  +0.000000e+00   	  +9.328768e+11   	  +9.042391e+11   	  -8.910291e+11   	  +2.375242e+12   
12  	  -1.201022e+14   	  +1.413934e+14   	  -4.368582e+12   	  +3.649400e+14   	  +1.201816e+14   	  +1.226472e+14   	  +0.000000e+00   	  +0.000000e+00   	  -1.201261e+14   	  +1.435671e+14   	  -3.652298e+12   	  +3.640903e+14   
13  	  +1.666800e+15   	  +3.975306e+15   	  +9.856504e+14   	  +1.096393e+15   	  +1.936422e+15   	  +1.793173e+15   	  +0.000000e+00   	  +0.000000e+00   	  +1.673133e+15   	  +3.982306e+15   	  +9.748619e+14   	  +1.070689e+15   
14  	  +1.961963e+17   	  +2.455288e+17   	  -1.710759e+17   	  +1.005183e+17   	  +2.603074e+17   	  +8.719574e+16   	  +0.000000e+00   	  +0.000000e+00   	  +1.950013e+17   	  +2.462222e+17   	  -1.724367e+17   	  +9.880769e+16   
15  	  -8.129992e+18   	  +5.407185e+18   	  +4.218459e+18   	  +7.209870e+18   	  +9.159267e+18   	  +2.594934e+18   	  +0.000000e+00   	  +0.000000e+00   	  -8.098321e+18   	  +5.460778e+18   	  +4.278944e+18   	  +7.169364e+18   


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	
+1.2855085000e+07 	+1.2796751000e+07 	+1.2370553000e+07 	
+4.1944632000e+07 	+4.2266052000e+07 	+4.2006864000e+07 	
+6.9673928000e+07 	+6.9917376000e+07 	+6.9835072000e+07 	
+9.3876664000e+07 	+9.4407128000e+07 	+9.4451432000e+07 	
+1.2052396000e+08 	+1.2093244000e+08 	+1.2118299200e+08 	
+1.4627192000e+08 	+1.4628598400e+08 	+1.4668150400e+08 	
+1.6858153600e+08 	+1.6845841600e+08 	+1.6909956800e+08 	
+1.9147395200e+08 	+1.9142595200e+08 	+1.9187545600e+08 	
+2.1284283200e+08 	+2.1285361600e+08 	+2.1271502400e+08 	
+2.3259243200e+08 	+2.3242737600e+08 	+2.3241552000e+08 	
+2.5020601600e+08 	+2.4981108800e+08 	+2.4977998400e+08 	
+2.6559742400e+08 	+2.6500532800e+08 	+2.6496270400e+08 	
+2.8108348800e+08 	+2.8065356800e+08 	+2.8022547200e+08 	
+2.9273660800e+08 	+2.9267731200e+08 	+2.9239283200e+08 	
+2.9973987200e+08 	+2.9974019200e+08 	+2.9976972800e+08 	
+3.0859628800e+08 	+3.0894809600e+08 	+3.0885254400e+08 	
+3.1573184000e+08 	+3.1599625600e+08 	+3.1605523200e+08 	
+3.1477961600e+08 	+3.1494908800e+08 	+3.1525446400e+08 	
+3.1481129600e+08 	+3.1513148800e+08 	+3.1536220800e+08 	
+3.1503251200e+08 	+3.1539379200e+08 	+3.1542028800e+08 	
+3.0847699200e+08 	+3.0851955200e+08 	+3.0837948800e+08 	
+2.9956160000e+08 	+2.9992364800e+08 	+2.9988620800e+08 	
+2.9167465600e+08 	+2.9114934400e+08 	+2.9103248000e+08 	
+2.7979968000e+08 	+2.7961340800e+08 	+2.7954272000e+08 	
+2.6553566400e+08 	+2.6550520000e+08 	+2.6535060800e+08 	
+2.4899475200e+08 	+2.4906361600e+08 	+2.4864537600e+08 	
+2.3171353600e+08 	+2.3147390400e+08 	+2.3153288000e+08 	
+2.1284022400e+08 	+2.1222780800e+08 	+2.1285539200e+08 	
+1.9070880000e+08 	+1.9059275200e+08 	+1.9123846400e+08 	
+1.6902150400e+08 	+1.6872854400e+08 	+1.6929974400e+08 	
+1.4560305600e+08 	+1.4531563200e+08 	+1.4594889600e+08 	
+1.1897484800e+08 	+1.1942048800e+08 	+1.1892407200e+08 	
+9.4071600000e+07 	+9.4353928000e+07 	+9.3978328000e+07 	
+6.8474480000e+07 	+6.9149032000e+07 	+6.8345016000e+07 	
+4.0279824000e+07 	+4.0472420000e+07 	+3.9616432000e+07 	
+1.0814153000e+07 	+1.1724340000e+07 	+1.1201061000e+07 	
-1.4227371000e+07 	-1.4165087000e+07 	-1.4467886000e+07 	
-4.1320304000e+07 	-4.1157512000e+07 	-4.1059284000e+07 	
-7.0328616000e+07 	-7.0931872000e+07 	-7.0716144000e+07 	
-9.6830568000e+07 	-9.7366392000e+07 	-9.6421568000e+07 	
-1.2011171200e+08 	-1.2084412000e+08 	-1.2000082400e+08 	
-1.4647552000e+08 	-1.4702228800e+08 	-1.4590473600e+08 	
-1.7214230400e+08 	-1.7252235200e+08 	-1.7181478400e+08 	
-1.9178366400e+08 	-1.9189923200e+08 	-1.9172852800e+08 	
-2.1264163200e+08 	-2.1257302400e+08 	-2.1324014400e+08 	
-2.3447552000e+08 	-2.3436931200e+08 	-2.3511710400e+08 	
-2.5072233600e+08 	-2.4992124800e+08 	-2.5150328000e+08 	
-2.6650580800e+08 	-2.6548640000e+08 	-2.6670894400e+08 	
-2.8129446400e+08 	-2.8064665600e+08 	-2.8138595200e+08 	
-2.9267772800e+08 	-2.9222304000e+08 	-2.9223868800e+08 	
-3.0201107200e+08 	-3.0197427200e+08 	-3.0159120000e+08 	
-3.0947206400e+08 	-3.0972908800e+08 	-3.0882403200e+08 	
-3.1490467200e+08 	-3.1561046400e+08 	-3.1436057600e+08 	
-3.1676998400e+08 	-3.1720185600e+08 	-3.1629609600e+08 	
-3.1585107200e+08 	-3.1618307200e+08 	-3.1561907200e+08 	
-3.1498416000e+08 	-3.1528163200e+08 	-3.1492867200e+08 	
-3.0929683200e+08 	-3.0979686400e+08 	-3.0959136000e+08 	
-2.9923478400e+08 	-2.9952768000e+08 	-3.0006470400e+08 	
-2.9116147200e+08 	-2.9127318400e+08 	-2.9203462400e+08 	
-2.8078956800e+08 	-2.8060998400e+08 	-2.8143232000e+08 	
-2.6452580800e+08 	-2.6424200000e+08 	-2.6518393600e+08 	
-2.4851080000e+08 	-2.4820136000e+08 	-2.4854320000e+08 	
-2.3255475200e+08 	-2.3191844800e+08 	-2.3235193600e+08 	
-2.1270584000e+08 	-2.1181059200e+08 	-2.1174825600e+08 	
-1.9110812800e+08 	-1.9089388800e+08 	-1.9058532800e+08 	
-1.6938990400e+08 	-1.6901232000e+08 	-1.6845982400e+08 	
-1.4493752000e+08 	-1.4548705600e+08 	-1.4449084800e+08 	
-1.2045819200e+08 	-1.2033594400e+08 	-1.1971072800e+08 	
-9.3985040000e+07 	-9.5006336000e+07 	-9.4234096000e+07 	
-6.7429216000e+07 	-6.8117824000e+07 	-6.7949816000e+07 	
-4.0084984000e+07 	-4.0409800000e+07 	-4.0821492000e+07 	
-1.1374768000e+07 	-1.1669008000e+07 	-1.2152217000e+07 	
+1.4872300000e+07 	+1.4759874000e+07 	+1.4174144000e+07 	
+4.1886024000e+07 	+4.2122308000e+07 	+4.1218484000e+07 	
+7.0481880000e+07 	+7.0988184000e+07 	+7.0312760000e+07 	
+9.6569344000e+07 	+9.7205520000e+07 	+9.7073104000e+07 	
+1.2044385600e+08 	+1.2127228800e+08 	+1.2119735200e+08 	
+1.4592990400e+08 	+1.4585820800e+08 	+1.4678779200e+08 	
