########## CURVA DE EXCITACAO - BOBINA GIRANTE ##########

### Dados de Configuração ###
arquivo                        	C:\Users\labimas\Desktop\Bobina Girante\Alterados\bobinona\Testes\Repetibilidade_BQF_110A\REPETIBILIDADE_BQF-002_Q_BOB_+0110A_160430_105358.dat
data                           	30/04/2016
hora                           	10:53:58
temperatura_ima(C)             	24.8
ganho_integrador               	100
nr_pontos_integracao           	144
velocidade(rps)                	1.0
aceleracao(rps^2)              	0.5
nr_coletas                     	63
nr_voltas                      	16
intervalo_analise              	6-23
sentido_de_rotacao             	Horario
corrente_alim_principal_avg(A) 	+1.099982e+02
corrente_alim_principal_std(A) 	+4.886552e-04
corrente_alim_secundaria_avg(A)	+0.000000e+00
corrente_alim_secundaria_std(A)	+0.000000e+00

### Dados da Bobina Girante ###
nome_bobina_girante            	Bobina_Radial_23-06-2015
tipo_bobina_girante            	Bobina Radial
tipo_medicao                   	N_Bucked
pulso_start_coleta             	325162
n_espiras_bobina_principal     	10
raio_interno_bobina_princip(m) 	0
raio_externo_bobina_princip(m) 	0.01815
n_espiras_bobina_bucked        	0
raio_interno_bobina_bucked(m)  	0
raio_externo_bobina_bucked(m)  	0

### Observações ###
observacoes                    	Repetibilidade BQF-002 110A Ganho100



##### Dados de Leitura #####

n	avg_L.Nn(T/m^n-2)	std_L.Nn(T/m^n-2)	avg_L.Sn(T/m^n-2)	std_L.Sn(T/m^n-2)	avg_L.Bn(T/m^n-2)	std_L.Bn(T/m^n-2)	avg_angulo(rad)  	std_angulo(rad)  	avg_Nn/NnIma@17.5mm	std_Nn/NnIma@17.5mm	avg_Sn/NnIma@17.5mm	std_Sn/NnIma@17.5mm
1   	  -6.068252e-05   	  +1.541107e-07   	  +5.324316e-05   	  +2.431960e-07   	  +8.072919e-05   	  +1.536817e-07   	  +0.000000e+00   	  +0.000000e+00   	  +8.411977e-04   	  +2.136325e-06   	  -7.380712e-04   	  +3.371250e-06   
2   	  -4.122185e+00   	  +5.492978e-06   	  +4.067769e-03   	  +6.412637e-06   	  +4.122187e+00   	  +5.494817e-06   	  -4.933994e-04   	  +2.332913e-06   	  +1.000000e+00   	  +1.332540e-06   	  -9.867991e-04   	  +1.555640e-06   
3   	  -4.309643e-03   	  +4.042500e-04   	  +1.745353e-01   	  +7.678722e-04   	  +1.745885e-01   	  +7.642819e-04   	  +0.000000e+00   	  +0.000000e+00   	  +1.829582e-05   	  +1.716171e-06   	  -7.409584e-04   	  +3.259864e-06   
4   	  +2.758013e-01   	  +4.656853e-02   	  -1.615293e+00   	  +4.862194e-02   	  +1.638670e+00   	  +4.747623e-02   	  +0.000000e+00   	  +0.000000e+00   	  -2.049014e-05   	  +3.459721e-06   	  +1.200052e-04   	  +3.612275e-06   
5   	  +1.050531e+01   	  +3.187106e+00   	  -3.535639e+01   	  +2.930221e+00   	  +3.688409e+01   	  +2.816647e+00   	  +0.000000e+00   	  +0.000000e+00   	  -1.365827e-05   	  +4.143650e-06   	  +4.596789e-05   	  +3.809666e-06   
6   	  +5.211656e+04   	  +1.257692e+02   	  +1.473258e+02   	  +1.667205e+02   	  +5.211677e+04   	  +1.256330e+02   	  +0.000000e+00   	  +0.000000e+00   	  -1.185770e-03   	  +2.861535e-06   	  -3.351997e-06   	  +3.793270e-06   
7   	  -1.283050e+05   	  +5.587368e+03   	  -6.228444e+04   	  +1.394973e+04   	  +1.426237e+05   	  +8.730292e+03   	  +0.000000e+00   	  +0.000000e+00   	  +5.108650e-05   	  +2.224693e-06   	  +2.479946e-05   	  +5.554290e-06   
8   	  +3.574815e+06   	  +9.367874e+05   	  +8.309523e+05   	  +3.873527e+05   	  +3.670121e+06   	  +7.336560e+05   	  +0.000000e+00   	  +0.000000e+00   	  -2.490889e-05   	  +6.527424e-06   	  -5.789977e-06   	  +2.699028e-06   
9   	  +2.245658e+08   	  +3.630180e+07   	  -9.500202e+07   	  +5.130563e+07   	  +2.438343e+08   	  +3.601755e+07   	  +0.000000e+00   	  +0.000000e+00   	  -2.738309e-05   	  +4.426566e-06   	  +1.158435e-05   	  +6.256102e-06   
10  	  -5.252333e+11   	  +4.723672e+09   	  +1.102832e+09   	  +3.413078e+09   	  +5.252344e+11   	  +4.735012e+09   	  +0.000000e+00   	  +0.000000e+00   	  +1.120803e-03   	  +1.007991e-05   	  -2.353349e-06   	  +7.283215e-06   
11  	  -6.830065e+11   	  +1.204829e+11   	  +9.850994e+10   	  +1.970977e+11   	  +6.900740e+11   	  +1.049108e+11   	  +0.000000e+00   	  +0.000000e+00   	  +2.550585e-05   	  +4.499254e-06   	  -3.678705e-06   	  +7.360315e-06   
12  	  +2.224612e+13   	  +9.720784e+12   	  -4.909428e+13   	  +8.699415e+12   	  +5.389934e+13   	  +7.669435e+12   	  +0.000000e+00   	  +0.000000e+00   	  -1.453809e-05   	  +6.352640e-06   	  +3.208366e-05   	  +5.685165e-06   
13  	  +3.252474e+15   	  +5.039002e+14   	  -1.058507e+15   	  +5.465082e+14   	  +3.420384e+15   	  +3.131863e+14   	  +0.000000e+00   	  +0.000000e+00   	  -3.719674e-05   	  +5.762826e-06   	  +1.210556e-05   	  +6.250110e-06   
14  	  +3.139668e+17   	  +4.833113e+16   	  +1.940944e+16   	  +4.554682e+16   	  +3.145661e+17   	  +4.610365e+16   	  +0.000000e+00   	  +0.000000e+00   	  -6.283661e-05   	  +9.672886e-06   	  -3.884563e-06   	  +9.115640e-06   
15  	  -4.885860e+18   	  +2.635995e+18   	  -2.420880e+18   	  +2.544119e+18   	  +5.452732e+18   	  +1.686348e+18   	  +0.000000e+00   	  +0.000000e+00   	  +1.711229e-05   	  +9.232338e-06   	  +8.478916e-06   	  +8.910552e-06   


##### Dados Brutos Armazenados(V.s) [1e-12] #####

##### Volta_1#####	##### Volta_2#####	##### Volta_3#####	##### Volta_4#####	##### Volta_5#####	##### Volta_6#####	##### Volta_7#####	##### Volta_8#####	##### Volta_9#####	#### Volta_10#####	#### Volta_11#####	#### Volta_12#####	#### Volta_13#####	#### Volta_14#####	#### Volta_15#####	#### Volta_16#####	
+2.3620064000e+07 	+7.6439376000e+07 	+7.7350616000e+07 	+7.8714248000e+07 	+7.7304472000e+07 	+7.8242952000e+07 	+7.7184896000e+07 	+7.6251224000e+07 	+7.7300960000e+07 	+7.5644008000e+07 	+7.8472072000e+07 	+7.7204608000e+07 	+7.7171616000e+07 	+7.6850560000e+07 	+7.6250584000e+07 	+7.6102120000e+07 	
+7.6959992000e+07 	+1.2748860800e+08 	+1.2785196000e+08 	+1.2765291200e+08 	+1.2823196000e+08 	+1.2840052800e+08 	+1.2736464000e+08 	+1.2787104000e+08 	+1.2895660800e+08 	+1.2828761600e+08 	+1.2700626400e+08 	+1.2739262400e+08 	+1.2765846400e+08 	+1.2851590400e+08 	+1.2826884800e+08 	+1.2854722400e+08 	
+1.2761372000e+08 	+1.7652827200e+08 	+1.7659243200e+08 	+1.7582731200e+08 	+1.7647240000e+08 	+1.7457977600e+08 	+1.7632851200e+08 	+1.7712305600e+08 	+1.7665518400e+08 	+1.7705892800e+08 	+1.7674923200e+08 	+1.7687908800e+08 	+1.7641694400e+08 	+1.7602547200e+08 	+1.7666315200e+08 	+1.7601115200e+08 	
+1.7560620800e+08 	+2.2770787200e+08 	+2.2708937600e+08 	+2.2780473600e+08 	+2.2717489600e+08 	+2.2810000000e+08 	+2.2800083200e+08 	+2.2714656000e+08 	+2.2550356800e+08 	+2.2687614400e+08 	+2.2613763200e+08 	+2.2655236800e+08 	+2.2647403200e+08 	+2.2661460800e+08 	+2.2622265600e+08 	+2.2692974400e+08 	
+2.2765323200e+08 	+2.7073904000e+08 	+2.7104857600e+08 	+2.7159529600e+08 	+2.7039299200e+08 	+2.7078054400e+08 	+2.7095100800e+08 	+2.6997187200e+08 	+2.7048425600e+08 	+2.7041462400e+08 	+2.7176115200e+08 	+2.7107856000e+08 	+2.7093856000e+08 	+2.7088099200e+08 	+2.7061577600e+08 	+2.7080236800e+08 	
+2.7161638400e+08 	+3.1755462400e+08 	+3.1746726400e+08 	+3.1624902400e+08 	+3.1781507200e+08 	+3.1759996800e+08 	+3.1557558400e+08 	+3.1679878400e+08 	+3.1848771200e+08 	+3.1768713600e+08 	+3.1637600000e+08 	+3.1624419200e+08 	+3.1699187200e+08 	+3.1695008000e+08 	+3.1750720000e+08 	+3.1840844800e+08 	
+3.1691638400e+08 	+3.5889244800e+08 	+3.5862278400e+08 	+3.5992080000e+08 	+3.5909952000e+08 	+3.5839923200e+08 	+3.6070915200e+08 	+3.6081641600e+08 	+3.5971721600e+08 	+3.5967212800e+08 	+3.6030828800e+08 	+3.6018624000e+08 	+3.6079302400e+08 	+3.6081507200e+08 	+3.6046115200e+08 	+3.5881724800e+08 	
+3.5869920000e+08 	+3.9835702400e+08 	+3.9816249600e+08 	+3.9713161600e+08 	+3.9780140800e+08 	+3.9832937600e+08 	+3.9722323200e+08 	+3.9763894400e+08 	+3.9747910400e+08 	+3.9638214400e+08 	+3.9706512000e+08 	+3.9864899200e+08 	+3.9717542400e+08 	+3.9748924800e+08 	+3.9815974400e+08 	+3.9805840000e+08 	
+3.9928268800e+08 	+4.3507020800e+08 	+4.3560342400e+08 	+4.3641817600e+08 	+4.3610697600e+08 	+4.3635465600e+08 	+4.3606323200e+08 	+4.3564956800e+08 	+4.3584723200e+08 	+4.3704400000e+08 	+4.3602048000e+08 	+4.3526508800e+08 	+4.3632435200e+08 	+4.3549766400e+08 	+4.3500076800e+08 	+4.3549740800e+08 	
+4.3470790400e+08 	+4.6876444800e+08 	+4.6899881600e+08 	+4.6829177600e+08 	+4.6894140800e+08 	+4.6781603200e+08 	+4.6796646400e+08 	+4.6804643200e+08 	+4.6835878400e+08 	+4.6813926400e+08 	+4.6790598400e+08 	+4.6759523200e+08 	+4.6759401600e+08 	+4.6694099200e+08 	+4.6778518400e+08 	+4.6807497600e+08 	
+4.6776198400e+08 	+4.9891001600e+08 	+4.9870515200e+08 	+4.9848307200e+08 	+4.9742387200e+08 	+4.9780649600e+08 	+4.9872160000e+08 	+4.9823369600e+08 	+4.9747401600e+08 	+4.9838486400e+08 	+4.9870835200e+08 	+4.9847484800e+08 	+4.9813872000e+08 	+4.9947766400e+08 	+4.9857404800e+08 	+4.9792720000e+08 	
+4.9914604800e+08 	+5.2383020800e+08 	+5.2329356800e+08 	+5.2380582400e+08 	+5.2400934400e+08 	+5.2468108800e+08 	+5.2396480000e+08 	+5.2462051200e+08 	+5.2477696000e+08 	+5.2421254400e+08 	+5.2406694400e+08 	+5.2501219200e+08 	+5.2436028800e+08 	+5.2435244800e+08 	+5.2476928000e+08 	+5.2484198400e+08 	
+5.2421187200e+08 	+5.4689510400e+08 	+5.4766636800e+08 	+5.4752704000e+08 	+5.4772038400e+08 	+5.4755456000e+08 	+5.4742982400e+08 	+5.4719769600e+08 	+5.4731654400e+08 	+5.4701907200e+08 	+5.4737030400e+08 	+5.4732780800e+08 	+5.4770624000e+08 	+5.4692563200e+08 	+5.4678169600e+08 	+5.4714009600e+08 	
+5.4741056000e+08 	+5.6605017600e+08 	+5.6576224000e+08 	+5.6503456000e+08 	+5.6605984000e+08 	+5.6539430400e+08 	+5.6578963200e+08 	+5.6520025600e+08 	+5.6605145600e+08 	+5.6629740800e+08 	+5.6589996800e+08 	+5.6519795200e+08 	+5.6590406400e+08 	+5.6578944000e+08 	+5.6569062400e+08 	+5.6591091200e+08 	
+5.6538694400e+08 	+5.7782201600e+08 	+5.7825158400e+08 	+5.7850073600e+08 	+5.7778553600e+08 	+5.7839302400e+08 	+5.7842502400e+08 	+5.7893056000e+08 	+5.7778777600e+08 	+5.7796268800e+08 	+5.7817369600e+08 	+5.7831974400e+08 	+5.7792659200e+08 	+5.7848601600e+08 	+5.7864652800e+08 	+5.7800665600e+08 	
